province-name,district-name,subdistrict-name,total,household
กรุงเทพมหานคร,พระนคร,พระบรมมหาราชวัง,3137,1195
กรุงเทพมหานคร,พระนคร,วังบูรพาภิรมย์,8792,5361
กรุงเทพมหานคร,พระนคร,วัดราชบพิธ,2913,979
กรุงเทพมหานคร,พระนคร,สำราญราษฎร์,2712,1129
กรุงเทพมหานคร,พระนคร,ศาลเจ้าพ่อเสือ,2747,1000
กรุงเทพมหานคร,พระนคร,เสาชิงช้า,1930,698
กรุงเทพมหานคร,พระนคร,บวรนิเวศ,3699,1574
กรุงเทพมหานคร,พระนคร,ตลาดยอด,1960,1171
กรุงเทพมหานคร,พระนคร,ชนะสงคราม,1705,828
กรุงเทพมหานคร,พระนคร,บ้านพานถม,5617,2012
กรุงเทพมหานคร,พระนคร,บางขุนพรหม,3835,2182
กรุงเทพมหานคร,พระนคร,วัดสามพระยา,2599,971
กรุงเทพมหานคร,ดุสิต,ดุสิต,10319,2538
กรุงเทพมหานคร,ดุสิต,วชิรพยาบาล,9222,3042
กรุงเทพมหานคร,ดุสิต,สวนจิตรลดา,6061,2058
กรุงเทพมหานคร,ดุสิต,สี่แยกมหานาค,6801,2421
กรุงเทพมหานคร,ดุสิต,ถนนนครไชยศรี,46199,22345
กรุงเทพมหานคร,หนองจอก,กระทุ่มราย,40649,16831
กรุงเทพมหานคร,หนองจอก,หนองจอก,23724,9465
กรุงเทพมหานคร,หนองจอก,คลองสิบ,9404,2702
กรุงเทพมหานคร,หนองจอก,คลองสิบสอง,12025,4748
กรุงเทพมหานคร,หนองจอก,โคกแฝด,34709,12562
กรุงเทพมหานคร,หนองจอก,คู้ฝั่งเหนือ,18075,6476
กรุงเทพมหานคร,หนองจอก,ลำผักชี,33026,15141
กรุงเทพมหานคร,หนองจอก,ลำต้อยติ่ง,9755,3129
กรุงเทพมหานคร,บางรัก,มหาพฤฒาราม,10019,7361
กรุงเทพมหานคร,บางรัก,สีลม,17108,13344
กรุงเทพมหานคร,บางรัก,สุริยวงศ์,4287,4924
กรุงเทพมหานคร,บางรัก,บางรัก,2480,1448
กรุงเทพมหานคร,บางรัก,สี่พระยา,10020,8322
กรุงเทพมหานคร,บางเขน,อนุสาวรีย์,87246,60741
กรุงเทพมหานคร,บางเขน,ท่าแร้ง,98123,55468
กรุงเทพมหานคร,บางกะปิ,คลองจั่น,74463,49555
